#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-B3AA733A4BDE41-1CD58AD9E4528FF7
#datatype	hitsFull Results
#status	0
#Start time	2020-12-09T13:44:56	Run time	0:00:09:22
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#15 - >106:Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_3681	non-specific	378023	280	337	1.43544e-11	59.1119	pfam08666	SAF	 - 	cl00555
Q#15 - >106:Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_3681	specific	214862	280	337	7.81082e-09	51.413	smart00858	SAF	 - 	cl00555
Q#15 - >106:Desulfovibrio alaskensis G20 (Desulfovibrio desulfuricans G20) | Dde_3681	non-specific	212159	285	337	4.94839e-05	40.5326	cd11614	SAF_CpaB_FlgA_like	 - 	cl00555
Q#16 - >113:Desulfovibrio magneticus RS-1 | DMR_40440	non-specific	274655	12	321	1.11837e-86	263.674	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#16 - >113:Desulfovibrio magneticus RS-1 | DMR_40440	superfamily	274655	12	321	1.11837e-86	263.674	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#16 - >113:Desulfovibrio magneticus RS-1 | DMR_40440	non-specific	376990	44	244	4.84348e-84	253.575	pfam03102	NeuB	 - 	cl17225
Q#16 - >113:Desulfovibrio magneticus RS-1 | DMR_40440	superfamily	388417	44	244	4.84348e-84	253.575	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#16 - >113:Desulfovibrio magneticus RS-1 | DMR_40440	non-specific	225000	12	330	2.08635e-79	245.705	COG2089	SpsE	 - 	cl30261
Q#16 - >113:Desulfovibrio magneticus RS-1 | DMR_40440	superfamily	225000	12	330	2.08635e-79	245.705	cl30261	SpsE superfamily	 - 	 - 
Q#16 - >113:Desulfovibrio magneticus RS-1 | DMR_40440	non-specific	163337	12	325	1.00057e-78	243.366	TIGR03586	PseI	 - 	cl31462
Q#16 - >113:Desulfovibrio magneticus RS-1 | DMR_40440	superfamily	163337	12	325	1.00057e-78	243.366	cl31462	PseI superfamily	 - 	 - 
Q#16 - >113:Desulfovibrio magneticus RS-1 | DMR_40440	specific	212160	273	330	9.58393e-16	70.447	cd11615	SAF_NeuB_like	 - 	cl00555
Q#16 - >113:Desulfovibrio magneticus RS-1 | DMR_40440	superfamily	382078	273	330	9.58393e-16	70.447	cl00555	SAF superfamily	 - 	 - 
Q#16 - >113:Desulfovibrio magneticus RS-1 | DMR_40440	non-specific	378023	273	331	1.33621e-05	42.1631	pfam08666	SAF	 - 	cl00555
Q#16 - >113:Desulfovibrio magneticus RS-1 | DMR_40440	specific	214862	273	331	1.58898e-05	41.783	smart00858	SAF	 - 	cl00555
Q#16 - >113:Desulfovibrio magneticus RS-1 | DMR_40440	non-specific	212159	278	330	3.65566e-05	40.9178	cd11614	SAF_CpaB_FlgA_like	 - 	cl00555
Q#16 - >113:Desulfovibrio magneticus RS-1 | DMR_40440	non-specific	180794	278	330	0.00107458	39.9087	PRK07018	flgA	NC	cl32183
Q#16 - >113:Desulfovibrio magneticus RS-1 | DMR_40440	superfamily	180794	278	330	0.00107458	39.9087	cl32183	flgA superfamily	NC	 - 
Q#16 - >113:Desulfovibrio magneticus RS-1 | DMR_40440	non-specific	274466	278	332	0.00245987	37.1256	TIGR03170	flgA_cterm	C	cl37230
Q#16 - >113:Desulfovibrio magneticus RS-1 | DMR_40440	superfamily	274466	278	332	0.00245987	37.1256	cl37230	flgA_cterm superfamily	C	 - 
Q#16 - >113:Desulfovibrio magneticus RS-1 | DMR_40440	non-specific	274472	278	331	0.00955195	36.865	TIGR03177	pilus_cpaB	C	cl37231
Q#16 - >113:Desulfovibrio magneticus RS-1 | DMR_40440	superfamily	274472	278	331	0.00955195	36.865	cl37231	pilus_cpaB superfamily	C	 - 
Q#17 - >230:Methylomonas methanica MC09 | Metme_1160	non-specific	274655	6	330	1.72857e-103	306.816	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#17 - >230:Methylomonas methanica MC09 | Metme_1160	superfamily	274655	6	330	1.72857e-103	306.816	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#17 - >230:Methylomonas methanica MC09 | Metme_1160	non-specific	225000	2	337	3.67736e-98	293.855	COG2089	SpsE	 - 	cl30261
Q#17 - >230:Methylomonas methanica MC09 | Metme_1160	superfamily	225000	2	337	3.67736e-98	293.855	cl30261	SpsE superfamily	 - 	 - 
Q#17 - >230:Methylomonas methanica MC09 | Metme_1160	specific	376990	27	258	1.04142e-87	263.205	pfam03102	NeuB	 - 	cl17225
Q#17 - >230:Methylomonas methanica MC09 | Metme_1160	superfamily	388417	27	258	1.04142e-87	263.205	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#17 - >230:Methylomonas methanica MC09 | Metme_1160	non-specific	163337	5	330	2.48982e-72	227.188	TIGR03586	PseI	 - 	cl31462
Q#17 - >230:Methylomonas methanica MC09 | Metme_1160	superfamily	163337	5	330	2.48982e-72	227.188	cl31462	PseI superfamily	 - 	 - 
Q#17 - >230:Methylomonas methanica MC09 | Metme_1160	specific	212160	279	337	6.66418e-13	62.3578	cd11615	SAF_NeuB_like	 - 	cl00555
Q#17 - >230:Methylomonas methanica MC09 | Metme_1160	superfamily	382078	279	337	6.66418e-13	62.3578	cl00555	SAF superfamily	 - 	 - 
Q#17 - >230:Methylomonas methanica MC09 | Metme_1160	specific	214862	280	337	2.65492e-05	41.3978	smart00858	SAF	 - 	cl00555
Q#17 - >230:Methylomonas methanica MC09 | Metme_1160	non-specific	378023	281	337	0.000268318	38.3111	pfam08666	SAF	 - 	cl00555
Q#17 - >230:Methylomonas methanica MC09 | Metme_1160	non-specific	184028	89	253	0.000341307	41.6084	PRK13398	PRK13398	N	cl17225
Q#18 - >108:Dyadobacter fermentans DSM 18053 | Dfer_3363	non-specific	274655	5	324	1.01695e-94	284.474	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#18 - >108:Dyadobacter fermentans DSM 18053 | Dfer_3363	superfamily	274655	5	324	1.01695e-94	284.474	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#18 - >108:Dyadobacter fermentans DSM 18053 | Dfer_3363	non-specific	225000	1	332	7.02457e-73	229.141	COG2089	SpsE	 - 	cl30261
Q#18 - >108:Dyadobacter fermentans DSM 18053 | Dfer_3363	superfamily	225000	1	332	7.02457e-73	229.141	cl30261	SpsE superfamily	 - 	 - 
Q#18 - >108:Dyadobacter fermentans DSM 18053 | Dfer_3363	non-specific	376990	26	256	1.59051e-65	206.58	pfam03102	NeuB	 - 	cl17225
Q#18 - >108:Dyadobacter fermentans DSM 18053 | Dfer_3363	superfamily	388417	26	256	1.59051e-65	206.58	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#18 - >108:Dyadobacter fermentans DSM 18053 | Dfer_3363	non-specific	163337	6	324	1.25321e-51	173.645	TIGR03586	PseI	 - 	cl31462
Q#18 - >108:Dyadobacter fermentans DSM 18053 | Dfer_3363	superfamily	163337	6	324	1.25321e-51	173.645	cl31462	PseI superfamily	 - 	 - 
Q#18 - >108:Dyadobacter fermentans DSM 18053 | Dfer_3363	specific	212160	276	334	1.63436e-14	66.9802	cd11615	SAF_NeuB_like	 - 	cl00555
Q#18 - >108:Dyadobacter fermentans DSM 18053 | Dfer_3363	superfamily	382078	276	334	1.63436e-14	66.9802	cl00555	SAF superfamily	 - 	 - 
Q#18 - >108:Dyadobacter fermentans DSM 18053 | Dfer_3363	non-specific	378023	278	334	4.28639e-07	46.4003	pfam08666	SAF	 - 	cl00555
Q#18 - >108:Dyadobacter fermentans DSM 18053 | Dfer_3363	specific	214862	277	334	1.17384e-06	45.2498	smart00858	SAF	 - 	cl00555
Q#18 - >108:Dyadobacter fermentans DSM 18053 | Dfer_3363	non-specific	212159	279	334	1.06662e-05	42.4586	cd11614	SAF_CpaB_FlgA_like	 - 	cl00555
Q#19 - >165:Gramella forsetii KT0803 | GFO_0569	non-specific	274655	2	319	1.08013e-107	317.216	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#19 - >165:Gramella forsetii KT0803 | GFO_0569	superfamily	274655	2	319	1.08013e-107	317.216	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#19 - >165:Gramella forsetii KT0803 | GFO_0569	non-specific	225000	2	328	3.33858e-89	270.743	COG2089	SpsE	 - 	cl30261
Q#19 - >165:Gramella forsetii KT0803 | GFO_0569	superfamily	225000	2	328	3.33858e-89	270.743	cl30261	SpsE superfamily	 - 	 - 
Q#19 - >165:Gramella forsetii KT0803 | GFO_0569	non-specific	376990	22	252	1.63758e-83	252.419	pfam03102	NeuB	 - 	cl17225
Q#19 - >165:Gramella forsetii KT0803 | GFO_0569	superfamily	388417	22	252	1.63758e-83	252.419	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#19 - >165:Gramella forsetii KT0803 | GFO_0569	non-specific	163337	2	321	1.05629e-68	217.558	TIGR03586	PseI	 - 	cl31462
Q#19 - >165:Gramella forsetii KT0803 | GFO_0569	superfamily	163337	2	321	1.05629e-68	217.558	cl31462	PseI superfamily	 - 	 - 
Q#19 - >165:Gramella forsetii KT0803 | GFO_0569	specific	212160	273	330	4.66826e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#19 - >165:Gramella forsetii KT0803 | GFO_0569	superfamily	382078	273	330	4.66826e-15	68.521	cl00555	SAF superfamily	 - 	 - 
Q#19 - >165:Gramella forsetii KT0803 | GFO_0569	specific	214862	273	331	1.73584e-05	41.783	smart00858	SAF	 - 	cl00555
Q#19 - >165:Gramella forsetii KT0803 | GFO_0569	non-specific	378023	274	331	2.01853e-05	41.7779	pfam08666	SAF	 - 	cl00555
Q#20 - >426:Zunongwangia profunda SM-A87 | ZPR_1117	non-specific	274655	2	317	7.17552e-101	299.882	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#20 - >426:Zunongwangia profunda SM-A87 | ZPR_1117	superfamily	274655	2	317	7.17552e-101	299.882	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#20 - >426:Zunongwangia profunda SM-A87 | ZPR_1117	non-specific	225000	2	327	6.42536e-92	277.676	COG2089	SpsE	 - 	cl30261
Q#20 - >426:Zunongwangia profunda SM-A87 | ZPR_1117	superfamily	225000	2	327	6.42536e-92	277.676	cl30261	SpsE superfamily	 - 	 - 
Q#20 - >426:Zunongwangia profunda SM-A87 | ZPR_1117	non-specific	376990	22	251	1.52033e-82	249.723	pfam03102	NeuB	 - 	cl17225
Q#20 - >426:Zunongwangia profunda SM-A87 | ZPR_1117	superfamily	388417	22	251	1.52033e-82	249.723	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#20 - >426:Zunongwangia profunda SM-A87 | ZPR_1117	non-specific	163337	2	321	6.56219e-71	223.336	TIGR03586	PseI	 - 	cl31462
Q#20 - >426:Zunongwangia profunda SM-A87 | ZPR_1117	superfamily	163337	2	321	6.56219e-71	223.336	cl31462	PseI superfamily	 - 	 - 
Q#20 - >426:Zunongwangia profunda SM-A87 | ZPR_1117	specific	212160	273	330	9.42266e-14	64.669	cd11615	SAF_NeuB_like	 - 	cl00555
Q#20 - >426:Zunongwangia profunda SM-A87 | ZPR_1117	superfamily	382078	273	330	9.42266e-14	64.669	cl00555	SAF superfamily	 - 	 - 
Q#20 - >426:Zunongwangia profunda SM-A87 | ZPR_1117	non-specific	184028	72	251	4.39254e-05	44.3048	PRK13398	PRK13398	N	cl17225
Q#20 - >426:Zunongwangia profunda SM-A87 | ZPR_1117	non-specific	225431	112	254	0.000258355	41.9657	COG2876	AroGA	N	cl17225
Q#20 - >426:Zunongwangia profunda SM-A87 | ZPR_1117	non-specific	378023	274	330	0.00042362	37.9259	pfam08666	SAF	 - 	cl00555
Q#20 - >426:Zunongwangia profunda SM-A87 | ZPR_1117	non-specific	273577	111	248	0.00308247	38.4796	TIGR01361	DAHP_synth_Bsub	N	cl17225
Q#20 - >426:Zunongwangia profunda SM-A87 | ZPR_1117	non-specific	181535	99	147	0.00537628	37.9484	PRK08673	PRK08673	NC	cl32318
Q#20 - >426:Zunongwangia profunda SM-A87 | ZPR_1117	superfamily	181535	99	147	0.00537628	37.9484	cl32318	PRK08673 superfamily	NC	 - 
Q#20 - >426:Zunongwangia profunda SM-A87 | ZPR_1117	non-specific	237376	111	147	0.00651002	37.8152	PRK13396	PRK13396	NC	cl36245
Q#20 - >426:Zunongwangia profunda SM-A87 | ZPR_1117	superfamily	237376	111	147	0.00651002	37.8152	cl36245	PRK13396 superfamily	NC	 - 
Q#20 - >426:Zunongwangia profunda SM-A87 | ZPR_1117	specific	214862	273	330	0.0095739	34.079	smart00858	SAF	 - 	cl00555
Q#21 - >287:Prochlorococcus marinus NATL1A | NATL1_08721	non-specific	274655	14	336	7.93372e-139	396.568	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#21 - >287:Prochlorococcus marinus NATL1A | NATL1_08721	superfamily	274655	14	336	7.93372e-139	396.568	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#21 - >287:Prochlorococcus marinus NATL1A | NATL1_08721	non-specific	225000	1	342	2.19886e-133	383.606	COG2089	SpsE	 - 	cl30261
Q#21 - >287:Prochlorococcus marinus NATL1A | NATL1_08721	superfamily	225000	1	342	2.19886e-133	383.606	cl30261	SpsE superfamily	 - 	 - 
Q#21 - >287:Prochlorococcus marinus NATL1A | NATL1_08721	specific	376990	34	265	3.28507e-91	272.449	pfam03102	NeuB	 - 	cl17225
Q#21 - >287:Prochlorococcus marinus NATL1A | NATL1_08721	superfamily	388417	34	265	3.28507e-91	272.449	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#21 - >287:Prochlorococcus marinus NATL1A | NATL1_08721	non-specific	163337	13	336	2.74924e-84	258.004	TIGR03586	PseI	 - 	cl31462
Q#21 - >287:Prochlorococcus marinus NATL1A | NATL1_08721	superfamily	163337	13	336	2.74924e-84	258.004	cl31462	PseI superfamily	 - 	 - 
Q#21 - >287:Prochlorococcus marinus NATL1A | NATL1_08721	specific	212160	283	341	1.87314e-16	72.373	cd11615	SAF_NeuB_like	 - 	cl00555
Q#21 - >287:Prochlorococcus marinus NATL1A | NATL1_08721	superfamily	382078	283	341	1.87314e-16	72.373	cl00555	SAF superfamily	 - 	 - 
Q#21 - >287:Prochlorococcus marinus NATL1A | NATL1_08721	non-specific	378023	286	341	6.52254e-09	51.4079	pfam08666	SAF	 - 	cl00555
Q#21 - >287:Prochlorococcus marinus NATL1A | NATL1_08721	specific	214862	286	341	2.93156e-07	46.7906	smart00858	SAF	 - 	cl00555
Q#21 - >287:Prochlorococcus marinus NATL1A | NATL1_08721	non-specific	224181	286	341	0.00459027	37.7235	COG1261	FlgA	NC	cl00555
Q#21 - >287:Prochlorococcus marinus NATL1A | NATL1_08721	non-specific	212159	287	341	0.0046815	34.7546	cd11614	SAF_CpaB_FlgA_like	 - 	cl00555
Q#22 - >311:Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	non-specific	274655	14	336	2.16129e-139	398.108	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#22 - >311:Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	superfamily	274655	14	336	2.16129e-139	398.108	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#22 - >311:Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	specific	225000	1	341	1.87423e-137	394.006	COG2089	SpsE	 - 	cl30261
Q#22 - >311:Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	superfamily	225000	1	341	1.87423e-137	394.006	cl30261	SpsE superfamily	 - 	 - 
Q#22 - >311:Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	specific	376990	34	264	6.06403e-94	279.383	pfam03102	NeuB	 - 	cl17225
Q#22 - >311:Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	superfamily	388417	34	264	6.06403e-94	279.383	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#22 - >311:Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	non-specific	163337	13	336	1.97616e-83	255.693	TIGR03586	PseI	 - 	cl31462
Q#22 - >311:Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	superfamily	163337	13	336	1.97616e-83	255.693	cl31462	PseI superfamily	 - 	 - 
Q#22 - >311:Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	specific	212160	283	341	1.27459e-18	78.151	cd11615	SAF_NeuB_like	 - 	cl00555
Q#22 - >311:Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	superfamily	382078	283	341	1.27459e-18	78.151	cl00555	SAF superfamily	 - 	 - 
Q#22 - >311:Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	non-specific	378023	283	342	4.62937e-10	54.8747	pfam08666	SAF	 - 	cl00555
Q#22 - >311:Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	non-specific	212159	286	341	2.34634e-08	49.7774	cd11614	SAF_CpaB_FlgA_like	 - 	cl00555
Q#22 - >311:Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	specific	214862	283	342	2.42339e-08	49.8722	smart00858	SAF	 - 	cl00555
Q#22 - >311:Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	non-specific	379039	286	342	0.000949078	38.2889	pfam13144	ChapFlgA	C	cl00555
Q#22 - >311:Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	non-specific	274466	286	342	0.00786967	35.97	TIGR03170	flgA_cterm	C	cl37230
Q#22 - >311:Rhodobacter capsulatus SB 1003 | RCAP_rcc02960	superfamily	274466	286	342	0.00786967	35.97	cl37230	flgA_cterm superfamily	C	 - 
Q#23 - >64:Campylobacter insulaenigrae NCTC 12927 | CINS_1205	non-specific	274655	13	335	5.88698e-166	465.518	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#23 - >64:Campylobacter insulaenigrae NCTC 12927 | CINS_1205	superfamily	274655	13	335	5.88698e-166	465.518	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#23 - >64:Campylobacter insulaenigrae NCTC 12927 | CINS_1205	specific	225000	1	339	1.13132e-152	432.526	COG2089	SpsE	 - 	cl30261
Q#23 - >64:Campylobacter insulaenigrae NCTC 12927 | CINS_1205	superfamily	225000	1	339	1.13132e-152	432.526	cl30261	SpsE superfamily	 - 	 - 
Q#23 - >64:Campylobacter insulaenigrae NCTC 12927 | CINS_1205	non-specific	376990	33	264	1.9935e-81	247.411	pfam03102	NeuB	 - 	cl17225
Q#23 - >64:Campylobacter insulaenigrae NCTC 12927 | CINS_1205	superfamily	388417	33	264	1.9935e-81	247.411	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#23 - >64:Campylobacter insulaenigrae NCTC 12927 | CINS_1205	non-specific	163337	13	335	2.55861e-76	237.203	TIGR03586	PseI	 - 	cl31462
Q#23 - >64:Campylobacter insulaenigrae NCTC 12927 | CINS_1205	superfamily	163337	13	335	2.55861e-76	237.203	cl31462	PseI superfamily	 - 	 - 
Q#23 - >64:Campylobacter insulaenigrae NCTC 12927 | CINS_1205	specific	212160	284	339	5.52193e-19	79.3066	cd11615	SAF_NeuB_like	 - 	cl00555
Q#23 - >64:Campylobacter insulaenigrae NCTC 12927 | CINS_1205	superfamily	382078	284	339	5.52193e-19	79.3066	cl00555	SAF superfamily	 - 	 - 
Q#23 - >64:Campylobacter insulaenigrae NCTC 12927 | CINS_1205	non-specific	378023	284	339	6.56372e-09	51.4079	pfam08666	SAF	 - 	cl00555
Q#23 - >64:Campylobacter insulaenigrae NCTC 12927 | CINS_1205	specific	214862	284	339	5.60631e-06	43.3238	smart00858	SAF	 - 	cl00555
Q#23 - >64:Campylobacter insulaenigrae NCTC 12927 | CINS_1205	non-specific	224181	245	333	0.000326994	41.1903	COG1261	FlgA	NC	cl00555
Q#24 - >84:Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	specific	225000	2	343	1.25662e-176	493.388	COG2089	SpsE	 - 	cl30261
Q#24 - >84:Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	superfamily	225000	2	343	1.25662e-176	493.388	cl30261	SpsE superfamily	 - 	 - 
Q#24 - >84:Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	specific	274655	15	337	1.00407e-167	469.755	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#24 - >84:Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	superfamily	274655	15	337	1.00407e-167	469.755	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#24 - >84:Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	non-specific	163337	15	332	4.14575e-86	262.626	TIGR03586	PseI	 - 	cl31462
Q#24 - >84:Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	superfamily	163337	15	332	4.14575e-86	262.626	cl31462	PseI superfamily	 - 	 - 
Q#24 - >84:Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	specific	376990	35	267	1.20439e-84	255.501	pfam03102	NeuB	 - 	cl17225
Q#24 - >84:Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	superfamily	388417	35	267	1.20439e-84	255.501	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#24 - >84:Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	specific	212160	286	342	1.1462e-19	81.2326	cd11615	SAF_NeuB_like	 - 	cl00555
Q#24 - >84:Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	superfamily	382078	286	342	1.1462e-19	81.2326	cl00555	SAF superfamily	 - 	 - 
Q#24 - >84:Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	non-specific	378023	286	343	6.00282e-10	54.4895	pfam08666	SAF	 - 	cl00555
Q#24 - >84:Campylobacter subantarcticus LMG 24374 | CSUB8521_1427	specific	214862	286	343	2.14843e-07	47.1758	smart00858	SAF	 - 	cl00555
Q#25 - >314:Rhizobium etli bv. mimosae Mim1 | REMIM1_CH00773	non-specific	274655	13	335	2.15545e-156	441.636	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#25 - >314:Rhizobium etli bv. mimosae Mim1 | REMIM1_CH00773	superfamily	274655	13	335	2.15545e-156	441.636	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#25 - >314:Rhizobium etli bv. mimosae Mim1 | REMIM1_CH00773	specific	225000	2	336	1.95058e-140	401.71	COG2089	SpsE	 - 	cl30261
Q#25 - >314:Rhizobium etli bv. mimosae Mim1 | REMIM1_CH00773	superfamily	225000	2	336	1.95058e-140	401.71	cl30261	SpsE superfamily	 - 	 - 
Q#25 - >314:Rhizobium etli bv. mimosae Mim1 | REMIM1_CH00773	specific	376990	37	266	9.67844e-91	271.679	pfam03102	NeuB	 - 	cl17225
Q#25 - >314:Rhizobium etli bv. mimosae Mim1 | REMIM1_CH00773	superfamily	388417	37	266	9.67844e-91	271.679	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#25 - >314:Rhizobium etli bv. mimosae Mim1 | REMIM1_CH00773	non-specific	163337	12	332	4.59301e-78	242.211	TIGR03586	PseI	 - 	cl31462
Q#25 - >314:Rhizobium etli bv. mimosae Mim1 | REMIM1_CH00773	superfamily	163337	12	332	4.59301e-78	242.211	cl31462	PseI superfamily	 - 	 - 
Q#25 - >314:Rhizobium etli bv. mimosae Mim1 | REMIM1_CH00773	specific	212160	284	336	9.33086e-13	62.3578	cd11615	SAF_NeuB_like	 - 	cl00555
Q#25 - >314:Rhizobium etli bv. mimosae Mim1 | REMIM1_CH00773	superfamily	382078	284	336	9.33086e-13	62.3578	cl00555	SAF superfamily	 - 	 - 
Q#25 - >314:Rhizobium etli bv. mimosae Mim1 | REMIM1_CH00773	specific	214862	284	341	1.13434e-07	47.9462	smart00858	SAF	 - 	cl00555
Q#25 - >314:Rhizobium etli bv. mimosae Mim1 | REMIM1_CH00773	non-specific	378023	284	332	2.26187e-07	47.1707	pfam08666	SAF	 - 	cl00555
Q#25 - >314:Rhizobium etli bv. mimosae Mim1 | REMIM1_CH00773	non-specific	212159	285	332	0.000640885	37.451	cd11614	SAF_CpaB_FlgA_like	 - 	cl00555
Q#25 - >314:Rhizobium etli bv. mimosae Mim1 | REMIM1_CH00773	non-specific	224181	285	340	0.00689268	37.3383	COG1261	FlgA	NC	cl00555
Q#26 - >322:Ralstonia pickettii DTP0602 | N234_26965	specific	274655	18	340	1.69896e-167	469.37	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#26 - >322:Ralstonia pickettii DTP0602 | N234_26965	superfamily	274655	18	340	1.69896e-167	469.37	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#26 - >322:Ralstonia pickettii DTP0602 | N234_26965	specific	225000	4	345	9.91454e-153	432.912	COG2089	SpsE	 - 	cl30261
Q#26 - >322:Ralstonia pickettii DTP0602 | N234_26965	superfamily	225000	4	345	9.91454e-153	432.912	cl30261	SpsE superfamily	 - 	 - 
Q#26 - >322:Ralstonia pickettii DTP0602 | N234_26965	specific	376990	38	273	1.65253e-92	275.916	pfam03102	NeuB	 - 	cl17225
Q#26 - >322:Ralstonia pickettii DTP0602 | N234_26965	superfamily	388417	38	273	1.65253e-92	275.916	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#26 - >322:Ralstonia pickettii DTP0602 | N234_26965	non-specific	163337	18	340	5.93668e-79	244.137	TIGR03586	PseI	 - 	cl31462
Q#26 - >322:Ralstonia pickettii DTP0602 | N234_26965	superfamily	163337	18	340	5.93668e-79	244.137	cl31462	PseI superfamily	 - 	 - 
Q#26 - >322:Ralstonia pickettii DTP0602 | N234_26965	specific	212160	289	345	3.08056e-14	66.2098	cd11615	SAF_NeuB_like	 - 	cl00555
Q#26 - >322:Ralstonia pickettii DTP0602 | N234_26965	superfamily	382078	289	345	3.08056e-14	66.2098	cl00555	SAF superfamily	 - 	 - 
Q#26 - >322:Ralstonia pickettii DTP0602 | N234_26965	non-specific	378023	289	345	1.49485e-09	53.3339	pfam08666	SAF	 - 	cl00555
Q#26 - >322:Ralstonia pickettii DTP0602 | N234_26965	specific	214862	289	345	1.24342e-08	50.6426	smart00858	SAF	 - 	cl00555
Q#26 - >322:Ralstonia pickettii DTP0602 | N234_26965	non-specific	212159	290	345	5.11203e-05	40.5326	cd11614	SAF_CpaB_FlgA_like	 - 	cl00555
Q#26 - >322:Ralstonia pickettii DTP0602 | N234_26965	non-specific	224181	290	345	0.00196952	38.8791	COG1261	FlgA	NC	cl00555
Q#26 - >322:Ralstonia pickettii DTP0602 | N234_26965	non-specific	212157	290	340	0.00745314	34.3649	cd11611	SAF	 - 	cl00555
Q#27 - >187:Idiomarina loihiensis GSL 199 | K734_02600	specific	274655	24	346	1.78057e-178	497.49	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#27 - >187:Idiomarina loihiensis GSL 199 | K734_02600	superfamily	274655	24	346	1.78057e-178	497.49	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#27 - >187:Idiomarina loihiensis GSL 199 | K734_02600	non-specific	274655	24	346	1.78057e-178	497.49	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#27 - >187:Idiomarina loihiensis GSL 199 | K734_02600	specific	225000	10	352	1.77969e-154	437.534	COG2089	SpsE	 - 	cl30261
Q#27 - >187:Idiomarina loihiensis GSL 199 | K734_02600	superfamily	225000	10	352	1.77969e-154	437.534	cl30261	SpsE superfamily	 - 	 - 
Q#27 - >187:Idiomarina loihiensis GSL 199 | K734_02600	non-specific	225000	10	352	1.77969e-154	437.534	COG2089	SpsE	 - 	cl30261
Q#27 - >187:Idiomarina loihiensis GSL 199 | K734_02600	specific	376990	44	277	4.951e-90	269.753	pfam03102	NeuB	 - 	cl17225
